20170602162941.867001, 020617, 162946.00, -118.457260, +33.964376, 247.85, 244.58, 5.05,  19.8593,   33.414,   4.58399, 00507.0
20170602162942.362392, 020617, 162946.50, -118.457273, +33.964372, 246.64, 248.28, 5.05,  19.8494,   33.417,   4.58331, 00508.0
20170602162943.372191, 020617, 162947.50, -118.457300, +33.964363, 245.80, 249.05, 5.02,  19.8423,   33.419,   4.58288, 00519.0
20170602162944.357971, 020617, 162948.50, -118.457325, +33.964354, 244.08, 246.04, 5.04,  19.8411,   33.420,   4.58288, 00530.0
20170602162945.364767, 020617, 162949.50, -118.457352, +33.964344, 243.06, 244.43, 5.05,  19.8417,   33.420,   4.58294, 00523.0
20170602162946.367561, 020617, 162950.50, -118.457377, +33.964334, 243.23, 244.06, 5.04,  19.8423,   33.422,   4.58326, 00526.0
20170602162947.362349, 020617, 162951.50, -118.457402, +33.964323, 243.02, 245.30, 5.05,  19.8472,   33.419,   4.58342, 00530.0
20170602162948.562297, 020617, 162952.50, -118.457427, +33.964313, 242.71, 244.01, 5.11,  19.8523,   33.420,   4.58401, 00533.0
20170602162950.374731, 020617, 162954.50, -118.457478, +33.964292, 240.54, 243.39, 5.14,  19.8581,   33.419,   4.58439, 00539.0
20170602162950.864119, 020617, 162955.00, -118.457490, +33.964287, 239.57, 243.85, 5.14,  19.8666,   33.419,   4.58528, 00547.0
20170602162951.358510, 020617, 162955.50, -118.457503, +33.964281, 238.28, 241.36, 5.16,  19.8735,   33.419,   4.58591, 00550.0
20170602162952.362303, 020617, 162956.50, -118.457528, +33.964270, 238.01, 239.31, 5.11,  19.8807,   33.418,   4.58654, 00555.0
